id,username,position,posts,ppd,up,down,registered
1339,User4019,Vendor,77,0.313,0.0,2.0,"November 23, 2013"
1341,User3021,Vendor,74,0.329,18.0,6.0,"December 14, 2013"
1356,User4987,Vendor,5,0.019,1.0,0.0,"November 06, 2013"
1437,User2084,Vendor,109,0.433,20.0,2.0,"November 17, 2013"
1475,User1536,Full Member,100,0.483,12.0,4.0,"January 01, 2014"
1482,User5178,Vendor,84,0.406,11.0,7.0,"December 31, 2013"
1518,User5749,Full Member,109,0.522,6.0,5.0,"December 29, 2013"
1526,User3597,Full Member,115,0.456,19.0,4.0,"November 17, 2013"
1568,User1438,Vendor,58,0.275,1.0,1.0,"December 28, 2013"
1595,User4622,Full Member,114,0.458,14.0,1.0,"November 20, 2013"
1665,User1216,Vendor,58,0.289,0.0,0.0,"January 08, 2014"
1682,User3560,Sr. Member,262,1.284,21.0,22.0,"January 04, 2014"
1683,User4573,Full Member,158,0.543,27.0,11.0,"October 09, 2013"
1689,User4307,Full Member,136,0.708,7.0,5.0,"January 15, 2014"
1698,User2068,Vendor,101,0.424,6.0,2.0,"December 01, 2013"
1706,User5644,Full Member,124,0.59,9.0,6.0,"December 30, 2013"
1708,User1687,Full Member,106,0.544,4.0,2.0,"January 13, 2014"
1723,User2793,Full Member,107,0.519,6.0,32.0,"January 03, 2014"
1732,User4256,Full Member,177,0.922,6.0,0.0,"January 16, 2014"
1754,User1337,Vendor,102,0.406,9.0,5.0,"November 17, 2013"
1755,User4525,Vendor,9,0.032,6.0,1.0,"October 20, 2013"
1763,User2546,Vendor,609,3.188,91.0,118.0,"January 16, 2014"
1774,User57,Journalist,80,0.317,17.0,5.0,"November 17, 2013"
1788,User4655,Full Member,159,0.633,26.0,10.0,"November 17, 2013"
1793,User1869,Vendor,6,0.022,1.0,0.0,"October 27, 2013"
1808,User514,Sr. Member,324,1.296,53.0,3.0,"November 18, 2013"
1810,User1871,Full Member,234,0.827,47.0,1.0,"October 17, 2013"
1816,User3872,Sr. Member,285,1.096,42.0,16.0,"November 08, 2013"
1817,User1279,Vendor,8,0.027,1.0,0.0,"October 09, 2013"
1822,User4664,Full Member,216,0.927,15.0,13.0,"December 05, 2013"
1825,User2230,Sr. Member,463,1.648,70.0,53.0,"October 19, 2013"
1827,User4619,Full Member,115,0.558,5.0,4.0,"January 01, 2014"
1829,User2676,Full Member,188,0.72,20.0,9.0,"November 08, 2013"
1836,User3720,Vendor,114,0.496,136.0,72.0,"December 08, 2013"
1837,User1466,Hero Member,1577,6.283,408.0,133.0,"November 17, 2013"
1838,User2013,Full Member,146,0.503,31.0,4.0,"October 10, 2013"
1839,User2116,Full Member,120,0.545,11.0,2.0,"December 18, 2013"
1840,User1482,Full Member,131,0.585,5.0,15.0,"December 15, 2013"
1841,User5031,Vendor,23,0.079,3.0,1.0,"October 09, 2013"
1842,User2826,Full Member,244,0.996,74.0,27.0,"November 24, 2013"
1847,User2936,Sr. Member,387,1.372,60.0,19.0,"October 18, 2013"
1860,User3559,Full Member,103,0.477,7.0,0.0,"December 23, 2013"
1864,User3919,Full Member,248,1.038,47.0,7.0,"November 30, 2013"
1865,User4692,Sr. Member,403,2.035,30.0,16.0,"January 09, 2014"
1870,User746,Vendor,108,0.452,6.0,3.0,"November 30, 2013"
1872,User1405,Full Member,113,0.538,2.0,6.0,"December 28, 2013"
1873,User4088,Sr. Member,250,0.862,31.0,22.0,"October 10, 2013"
1875,User3928,Full Member,248,1.055,33.0,6.0,"December 03, 2013"
1876,User3156,Vendor,140,0.601,11.0,3.0,"December 06, 2013"
1879,User3340,Vendor,4,0.016,0.0,0.0,"November 26, 2013"
1881,User673,Full Member,107,0.426,10.0,11.0,"November 18, 2013"
1882,User4555,Full Member,166,0.57,12.0,2.0,"October 08, 2013"
1887,User1413,Full Member,163,0.741,5.0,0.0,"December 19, 2013"
1888,User3874,Full Member,226,0.779,82.0,9.0,"October 09, 2013"
1889,User2306,Full Member,167,0.612,81.0,109.0,"October 27, 2013"
1890,User3109,Full Member,125,0.573,6.0,3.0,"December 20, 2013"
1891,User1429,Vendor,62,0.221,32.0,13.0,"October 20, 2013"
1894,User4211,Full Member,164,0.612,30.0,23.0,"October 31, 2013"
1896,User1230,Hero Member,848,3.769,157.0,78.0,"December 14, 2013"
1899,User5579,Vendor,12,0.041,0.0,0.0,"October 09, 2013"
1900,User2172,Full Member,240,0.83,193.0,2.0,"October 11, 2013"
1901,User5227,Full Member,138,0.511,57.0,6.0,"October 29, 2013"
1902,User3055,Vendor,75,0.27,7.0,9.0,"October 22, 2013"
1906,User1881,Full Member,115,0.483,5.0,2.0,"November 30, 2013"
1908,User2876,Full Member,162,0.559,29.0,31.0,"October 09, 2013"
1909,User3464,Vendor,198,0.68,17.0,12.0,"October 08, 2013"
1910,User2223,Full Member,146,0.692,11.0,14.0,"December 28, 2013"
1915,User4763,Full Member,143,0.598,21.0,3.0,"December 01, 2013"
1918,User4231,Full Member,201,0.98,45.0,38.0,"January 03, 2014"
1922,User1170,Full Member,166,0.7,23.0,9.0,"December 01, 2013"
1924,User5250,Full Member,113,0.456,12.0,5.0,"November 21, 2013"
1929,User5063,Vendor,68,0.234,2.0,1.0,"October 10, 2013"
1931,User3385,Vendor,111,0.449,14.0,11.0,"November 22, 2013"
1932,User3827,Full Member,151,0.526,24.0,1.0,"October 12, 2013"
1938,User5371,Full Member,105,0.53,9.0,2.0,"January 09, 2014"
1939,User1712,Sr. Member,251,1.077,3.0,7.0,"December 07, 2013"
1940,User3240,Vendor,242,1.0,34.0,20.0,"November 28, 2013"
1942,User4716,Full Member,138,0.476,12.0,2.0,"October 10, 2013"
1943,User2856,Full Member,222,0.766,49.0,10.0,"October 09, 2013"
1952,User5072,Full Member,149,0.542,13.0,2.0,"October 25, 2013"
1956,User2369,Full Member,135,0.628,2.0,2.0,"December 25, 2013"
1963,User1461,Full Member,178,0.864,13.0,7.0,"January 01, 2014"
1964,User1173,Full Member,144,0.64,5.0,0.0,"December 10, 2013"
1967,User1472,Full Member,150,0.595,7.0,9.0,"November 17, 2013"
1979,User2182,Full Member,144,0.673,21.0,25.0,"December 24, 2013"
1988,User2362,Full Member,115,0.575,34.0,9.0,"January 08, 2014"
1989,User752,Vendor,331,1.283,61.0,8.0,"November 11, 2013"
1993,User5813,Vendor,146,0.559,27.0,10.0,"November 08, 2013"
1997,User2045,Vendor,26,0.089,13.0,1.0,"October 08, 2013"
2001,User5857,Vendor,375,1.453,37.0,13.0,"November 11, 2013"
2004,User4284,Full Member,178,0.873,25.0,35.0,"January 03, 2014"
2009,User5003,Hero Member,1618,7.526,206.0,246.0,"December 24, 2013"
2011,User2917,Vendor,87,0.331,11.0,2.0,"November 06, 2013"
2012,User4590,Sr. Member,386,1.331,74.0,13.0,"October 09, 2013"
2019,User2721,Vendor,131,0.533,18.0,10.0,"November 23, 2013"
2022,User3602,Hero Member,870,4.047,80.0,53.0,"December 23, 2013"
2023,User4902,Full Member,120,0.569,7.0,6.0,"December 27, 2013"
2033,User1402,Sr. Member,448,1.635,68.0,53.0,"October 25, 2013"
2034,User559,Full Member,111,0.587,12.0,4.0,"January 19, 2014"
2041,User667,Full Member,191,0.823,8.0,33.0,"December 07, 2013"
2045,User2604,Vendor,49,0.169,25.0,3.0,"October 09, 2013"
2050,User2640,Vendor,2,0.007,0.0,0.0,"October 09, 2013"
2052,User4381,Full Member,145,0.704,35.0,11.0,"January 02, 2014"
2055,User1189,Full Member,171,0.592,38.0,8.0,"October 10, 2013"
2060,User5547,Vendor,122,0.484,1.0,0.0,"November 16, 2013"
2064,User1580,Vendor,300,1.049,42.0,5.0,"October 14, 2013"
2070,User4454,Vendor,73,0.374,9.0,4.0,"January 13, 2014"
2073,User4472,Sr. Member,394,1.354,41.0,25.0,"October 08, 2013"
2074,User1803,Full Member,183,0.68,17.0,20.0,"October 31, 2013"
2075,User989,Full Member,189,0.801,26.0,37.0,"December 03, 2013"
2077,User703,Vendor,30,0.106,2.0,1.0,"October 17, 2013"
2079,User2757,Vendor,45,0.155,7.0,0.0,"October 11, 2013"
2080,User3220,Full Member,159,0.807,17.0,2.0,"January 11, 2014"
2086,User901,Full Member,163,0.625,9.0,10.0,"November 08, 2013"
2095,User1453,Full Member,116,0.426,17.0,1.0,"October 27, 2013"
2106,User4516,Vendor,339,1.418,45.0,12.0,"November 29, 2013"
2112,User2044,Full Member,188,0.723,17.0,5.0,"November 09, 2013"
2127,User2093,Hero Member,580,2.458,68.0,59.0,"December 03, 2013"
2129,User991,Vendor,226,0.793,59.0,16.0,"October 15, 2013"
2131,User1387,Full Member,145,0.744,24.0,6.0,"January 13, 2014"
2144,User2232,Full Member,163,0.685,12.0,25.0,"December 01, 2013"
2145,User3140,Full Member,155,0.662,15.0,30.0,"December 04, 2013"
2153,User1823,Full Member,132,0.571,21.0,3.0,"December 09, 2013"
2155,User2348,Full Member,166,0.838,15.0,18.0,"January 09, 2014"
2160,User2128,Sr. Member,371,1.302,68.0,3.0,"October 14, 2013"
2165,User532,Full Member,184,0.893,20.0,8.0,"January 01, 2014"
2169,User4343,Vendor,186,0.769,14.0,7.0,"November 27, 2013"
2171,User402,Vendor,364,1.343,68.0,37.0,"October 29, 2013"
2175,User1259,Full Member,152,0.61,11.0,3.0,"November 20, 2013"
2177,User3354,Full Member,168,0.659,10.0,3.0,"November 13, 2013"
2178,User674,Vendor,72,0.298,3.0,1.0,"November 26, 2013"
2179,User2589,Full Member,231,1.055,19.0,10.0,"December 19, 2013"
2184,User4142,Vendor,64,0.245,10.0,1.0,"November 08, 2013"
2187,User1255,Hero Member,549,2.346,57.0,8.0,"December 04, 2013"
2191,User2268,Full Member,111,0.607,10.0,1.0,"January 24, 2014"
2193,User3669,Full Member,188,0.646,43.0,6.0,"October 08, 2013"
2202,User2541,Vendor,73,0.289,2.0,9.0,"November 16, 2013"
2207,User796,Full Member,153,0.537,18.0,30.0,"October 14, 2013"
2211,User3963,Sr. Member,333,1.435,118.0,17.0,"December 06, 2013"
2214,User2689,Sr. Member,437,1.762,133.0,11.0,"November 20, 2013"
2216,User4207,Full Member,103,0.412,5.0,2.0,"November 18, 2013"
2222,User3378,Full Member,136,0.469,22.0,4.0,"October 10, 2013"
2225,User3964,Hero Member,594,3.046,55.0,12.0,"January 12, 2014"
2230,User1238,Sr. Member,252,1.059,40.0,14.0,"December 01, 2013"
2235,User5241,Vendor,171,0.663,21.0,5.0,"November 10, 2013"
2239,User5240,Full Member,112,0.477,28.0,3.0,"December 04, 2013"
2242,User2409,Vendor,552,2.123,73.0,10.0,"November 08, 2013"
2243,User2722,Sr. Member,409,1.41,65.0,50.0,"October 09, 2013"
2245,User2709,Full Member,146,0.699,97.0,11.0,"December 30, 2013"
2246,User4311,Full Member,145,0.556,30.0,6.0,"November 08, 2013"
2247,User400,Vendor,6,0.021,0.0,0.0,"October 10, 2013"
2253,User3590,Vendor,64,0.254,8.0,6.0,"November 17, 2013"
2254,User1820,Hero Member,564,2.863,72.0,25.0,"January 10, 2014"
2255,User2304,Vendor,38,0.15,3.0,1.0,"November 17, 2013"
2256,User152,Full Member,113,0.595,1.0,2.0,"January 17, 2014"
2259,User860,Full Member,146,0.695,7.0,4.0,"December 28, 2013"
2266,User2914,Hero Member,548,2.48,57.0,94.0,"December 18, 2013"
2267,User4004,Vendor,6,0.023,0.0,0.0,"November 07, 2013"
2277,User1627,Full Member,130,0.453,25.0,7.0,"October 12, 2013"
2280,User4079,Full Member,112,0.386,30.0,26.0,"October 10, 2013"
2283,User3577,Vendor,133,0.508,12.0,27.0,"November 08, 2013"
2290,User3228,Vendor,342,1.31,19.0,15.0,"November 08, 2013"
2295,User3425,Full Member,118,0.404,22.0,5.0,"October 08, 2013"
2297,User1553,Sr. Member,282,1.137,34.0,18.0,"November 20, 2013"
2298,User2656,Full Member,162,0.684,10.0,0.0,"December 02, 2013"
2300,User2577,Vendor,88,0.304,15.0,5.0,"October 11, 2013"
2301,User5366,Sr. Member,403,1.39,124.0,16.0,"October 10, 2013"
2312,User258,Full Member,139,0.615,35.0,3.0,"December 13, 2013"
2317,User2287,Full Member,108,0.429,9.0,4.0,"November 17, 2013"
2323,User3896,Vendor,84,0.321,9.0,4.0,"November 07, 2013"
2328,User3213,Hero Member,2199,9.817,238.0,132.0,"December 14, 2013"
2330,User4057,Hero Member,1674,5.833,225.0,56.0,"October 13, 2013"
2331,User4829,Full Member,238,1.004,27.0,10.0,"December 02, 2013"
2335,User1004,Vendor,109,0.411,7.0,1.0,"November 04, 2013"
2340,User644,Vendor,16,0.055,2.0,0.0,"October 09, 2013"
2341,User959,Vendor,53,0.207,23.0,3.0,"November 13, 2013"
2350,User4428,Full Member,114,0.452,8.0,4.0,"November 17, 2013"
2352,User5260,Hero Member,903,3.731,38.0,8.0,"November 26, 2013"
2356,User3321,Vendor,212,0.746,28.0,11.0,"October 16, 2013"
2357,User4107,Vendor,309,1.12,77.0,50.0,"October 24, 2013"
2358,User600,Vendor,169,0.595,15.0,6.0,"October 16, 2013"
2360,User3724,Full Member,115,0.485,1.0,1.0,"December 02, 2013"
2361,User4935,Full Member,135,0.64,4.0,2.0,"December 29, 2013"
2363,User6023,Vendor,19,0.073,3.0,2.0,"November 08, 2013"
2365,User3580,Full Member,106,0.444,8.0,21.0,"November 29, 2013"
2369,User3555,Full Member,105,0.484,5.0,1.0,"December 22, 2013"
2377,User1739,Full Member,101,0.417,11.0,6.0,"November 26, 2013"
2378,User4310,Sr. Member,403,1.574,64.0,90.0,"November 12, 2013"
2381,User264,Full Member,146,0.632,21.0,116.0,"December 08, 2013"
2383,User622,Full Member,123,0.424,15.0,9.0,"October 10, 2013"
2387,User678,Sr. Member,494,1.698,153.0,23.0,"October 08, 2013"
2389,User2351,Full Member,147,0.535,25.0,2.0,"October 25, 2013"
2395,User4964,Full Member,142,0.507,32.0,39.0,"October 20, 2013"
2397,User155,Full Member,116,0.53,6.0,4.0,"December 19, 2013"
2403,User5932,Vendor,333,1.296,89.0,24.0,"November 12, 2013"
2404,User2573,Full Member,183,0.629,48.0,10.0,"October 08, 2013"
2405,User1459,Sr. Member,498,2.284,54.0,64.0,"December 21, 2013"
2407,User2904,Full Member,141,0.742,12.0,18.0,"January 18, 2014"
2408,User873,Sr. Member,255,1.094,22.0,5.0,"December 06, 2013"
2411,User4323,Full Member,158,0.696,10.0,4.0,"December 11, 2013"
2412,User5327,Vendor,14,0.055,2.0,1.0,"November 17, 2013"
2413,User2650,Full Member,101,0.529,10.0,3.0,"January 17, 2014"
2414,User2465,Full Member,131,0.453,25.0,10.0,"October 10, 2013"
2415,User1222,Sr. Member,436,1.809,48.0,10.0,"November 27, 2013"
2416,User610,Journalist,0,0.0,15.0,10.0,"October 15, 2013"
2421,User5841,Sr. Member,369,1.327,65.0,81.0,"October 21, 2013"
2422,User4190,Full Member,112,0.477,9.0,9.0,"December 04, 2013"
2423,User5790,Full Member,169,0.741,7.0,10.0,"December 10, 2013"
2424,User1197,Full Member,115,0.504,17.0,35.0,"December 11, 2013"
2425,User500,Full Member,106,0.397,11.0,6.0,"November 02, 2013"
2430,User3982,Full Member,184,0.836,18.0,11.0,"December 18, 2013"
2436,User5176,Vendor,113,0.415,17.0,22.0,"October 27, 2013"
2439,User907,Vendor,10,0.035,0.0,0.0,"October 15, 2013"
2441,User1718,Vendor,217,0.819,18.0,22.0,"November 04, 2013"
2443,User5472,Vendor,4,0.015,0.0,0.0,"November 11, 2013"
2444,User1560,Full Member,103,0.528,7.0,4.0,"January 13, 2014"
2449,User3154,Full Member,100,0.457,20.0,20.0,"December 19, 2013"
2451,User5897,Full Member,108,0.371,12.0,9.0,"October 08, 2013"
2452,User546,Vendor,136,0.469,27.0,19.0,"October 10, 2013"
2462,User2896,Vendor,788,3.031,231.0,85.0,"November 08, 2013"
2464,User5512,Vendor,687,2.563,109.0,19.0,"November 01, 2013"
2473,User4901,Full Member,127,0.562,5.0,2.0,"December 13, 2013"
2478,User3596,Vendor,92,0.323,16.0,19.0,"October 15, 2013"
2484,User5092,Vendor,58,0.2,0.0,6.0,"October 10, 2013"
2492,User3471,Vendor,100,0.345,6.0,2.0,"October 10, 2013"
2496,User3025,Sr. Member,262,1.224,41.0,21.0,"December 25, 2013"
2501,User1585,Sr. Member,334,1.505,48.0,16.0,"December 16, 2013"
2502,User1087,Full Member,224,0.982,33.0,34.0,"December 10, 2013"
2513,User3049,Sr. Member,269,1.145,31.0,8.0,"December 04, 2013"
2520,User4505,Full Member,209,1.01,34.0,2.0,"January 01, 2014"
2523,User4638,Hero Member,511,1.793,113.0,29.0,"October 15, 2013"
2527,User6048,Full Member,189,0.652,30.0,8.0,"October 09, 2013"
2532,User5786,Sr. Member,257,1.374,66.0,11.0,"January 21, 2014"
2533,User2444,Vendor,83,0.316,8.0,4.0,"November 06, 2013"
2534,User3741,Full Member,203,0.7,38.0,9.0,"October 09, 2013"
2536,User2789,Full Member,236,0.858,44.0,6.0,"October 25, 2013"
2543,User317,Hero Member,2097,9.039,277.0,144.0,"December 06, 2013"
2544,User5991,Vendor,107,0.48,5.0,5.0,"December 15, 2013"
2546,User3831,Full Member,202,0.802,26.0,3.0,"November 17, 2013"
2550,User2948,Sr. Member,343,1.261,146.0,139.0,"October 27, 2013"
2551,User3342,Full Member,194,0.678,193.0,20.0,"October 14, 2013"
2553,User1654,Vendor,132,0.484,89.0,16.0,"October 26, 2013"
2557,User4845,Full Member,148,0.783,8.0,0.0,"January 19, 2014"
2558,User5499,Vendor,56,0.192,27.0,2.0,"October 08, 2013"
2564,User3961,Vendor,532,1.963,121.0,130.0,"October 28, 2013"
2565,User5391,Full Member,137,0.502,6.0,3.0,"October 27, 2013"
2570,User1474,Full Member,152,0.615,8.0,2.0,"November 21, 2013"
2572,User4924,Full Member,101,0.526,15.0,28.0,"January 16, 2014"
2573,User4229,Vendor,87,0.367,16.0,0.0,"December 01, 2013"
2577,User5489,Full Member,136,0.467,5.0,1.0,"October 09, 2013"
2587,User3236,Full Member,111,0.55,20.0,2.0,"January 06, 2014"
2598,User1262,Sr. Member,268,0.961,71.0,12.0,"October 21, 2013"
2600,User3574,Full Member,140,0.583,16.0,14.0,"November 29, 2013"
2601,User3535,Vendor,85,0.292,3.0,5.0,"October 09, 2013"
2603,User3406,Full Member,217,1.085,27.0,18.0,"January 09, 2014"
2604,User5461,Full Member,131,0.697,11.0,4.0,"January 19, 2014"
2623,User1062,Sr. Member,493,2.143,52.0,39.0,"December 08, 2013"
2625,User906,Full Member,125,0.568,20.0,14.0,"December 18, 2013"
2626,User4020,Full Member,129,0.551,14.0,8.0,"December 04, 2013"
2628,User3735,Full Member,128,0.653,13.0,10.0,"January 12, 2014"
2631,User1896,Full Member,179,0.765,33.0,27.0,"December 05, 2013"
2632,User4431,Vendor,3,0.013,4.0,1.0,"December 01, 2013"
2638,User2421,Vendor,134,0.565,18.0,6.0,"December 01, 2013"
2642,User3784,Vendor,145,0.556,6.0,3.0,"November 08, 2013"
2652,User998,Full Member,102,0.445,10.0,1.0,"December 10, 2013"
2654,User3043,Vendor,169,0.65,18.0,21.0,"November 08, 2013"
2668,User5630,Full Member,244,0.976,77.0,10.0,"November 19, 2013"
2670,User5242,Vendor,125,0.479,52.0,2.0,"November 08, 2013"
2675,User4772,Full Member,225,1.166,14.0,5.0,"January 14, 2014"
2678,User2146,Vendor,50,0.2,2.0,0.0,"November 19, 2013"
2680,User89,Vendor,11,0.043,0.0,0.0,"November 18, 2013"
2682,User771,Hero Member,625,2.17,112.0,227.0,"October 11, 2013"
2683,User3306,Vendor,184,0.667,24.0,4.0,"October 23, 2013"
2689,User4246,Full Member,207,0.716,48.0,6.0,"October 10, 2013"
2691,User235,Full Member,100,0.397,7.0,2.0,"November 17, 2013"
2695,User1020,Vendor,339,1.189,22.0,6.0,"October 14, 2013"
2697,User4946,Full Member,118,0.576,7.0,9.0,"January 03, 2014"
2702,User4826,Sr. Member,396,1.559,24.0,12.0,"November 14, 2013"
2703,User5102,Vendor,9,0.033,1.0,2.0,"October 30, 2013"
2710,User1573,Vendor,54,0.207,7.0,3.0,"November 08, 2013"
2714,User5919,Full Member,169,0.581,16.0,1.0,"October 08, 2013"
2715,User3082,Vendor,8,0.03,2.0,0.0,"November 07, 2013"
2717,User5496,Full Member,135,0.466,58.0,3.0,"October 09, 2013"
2720,User3706,Full Member,161,0.866,9.0,12.0,"January 22, 2014"
2722,User3426,Full Member,106,0.463,20.0,7.0,"December 10, 2013"
2726,User5953,Full Member,112,0.557,17.0,18.0,"January 07, 2014"
2729,User5778,Full Member,138,0.577,7.0,2.0,"December 01, 2013"
2737,User1239,Full Member,164,0.659,22.0,9.0,"November 19, 2013"
2738,User4478,Full Member,138,0.491,60.0,37.0,"October 19, 2013"
2742,User3315,Vendor,347,1.197,250.0,63.0,"October 09, 2013"
2743,User403,Vendor,141,0.491,41.0,34.0,"October 13, 2013"
2744,User4035,Vendor,17,0.065,3.0,2.0,"November 08, 2013"
2745,User412,Hero Member,1797,6.261,674.0,152.0,"October 12, 2013"
2749,User898,Full Member,161,0.563,21.0,13.0,"October 13, 2013"
2758,User1308,Full Member,170,0.717,24.0,20.0,"December 02, 2013"
2763,User1143,Full Member,207,0.881,34.0,9.0,"December 03, 2013"
2765,User3222,Vendor,108,0.417,57.0,2.0,"November 10, 2013"
2766,User2492,Vendor,56,0.249,1.0,1.0,"December 13, 2013"
2769,User780,Sr. Member,292,1.505,23.0,10.0,"January 13, 2014"
2770,User1248,Vendor,38,0.134,9.0,1.0,"October 16, 2013"
2774,User3925,Full Member,100,0.508,6.0,16.0,"January 10, 2014"
2775,User3011,Sr. Member,271,0.951,28.0,1.0,"October 14, 2013"
2779,User1716,Full Member,154,0.556,12.0,2.0,"October 22, 2013"
2781,User5537,Vendor,100,0.455,5.0,2.0,"December 18, 2013"
2783,User445,Full Member,163,0.734,27.0,5.0,"December 16, 2013"
2785,User1271,Vendor,7,0.026,2.0,1.0,"November 01, 2013"
2789,User4963,Newbie Guide,3562,14.658,328.0,49.0,"November 25, 2013"
2801,User1704,Hero Member,844,2.92,97.0,40.0,"October 10, 2013"
2806,User4205,Sr. Member,291,1.014,42.0,5.0,"October 12, 2013"
2814,User1301,Vendor,2,0.007,7.0,0.0,"October 28, 2013"
2815,User2330,Full Member,149,0.601,9.0,14.0,"November 21, 2013"
2820,User2863,Vendor,72,0.247,23.0,1.0,"October 08, 2013"
2822,User3824,Sr. Member,493,1.718,59.0,13.0,"October 12, 2013"
2825,User3329,Full Member,116,0.428,43.0,5.0,"October 29, 2013"
2827,User5653,Vendor,265,1.113,21.0,11.0,"December 01, 2013"
2829,User5971,Full Member,112,0.479,5.0,4.0,"December 04, 2013"
2832,User2759,Full Member,111,0.526,8.0,40.0,"December 28, 2013"
2835,User5842,Vendor,88,0.302,11.0,2.0,"October 09, 2013"
2845,User5081,Full Member,107,0.373,6.0,2.0,"October 13, 2013"
2847,User4248,Hero Member,1598,6.47,281.0,49.0,"November 21, 2013"
2849,User1322,Vendor,24,0.084,0.0,0.0,"October 14, 2013"
2850,User3324,Full Member,245,0.863,51.0,11.0,"October 16, 2013"
2851,User4101,Vendor,122,0.439,28.0,8.0,"October 22, 2013"
2855,User2669,Full Member,120,0.414,28.0,4.0,"October 09, 2013"
2859,User618,Full Member,175,0.612,45.0,17.0,"October 13, 2013"
2862,User3585,Vendor,429,1.479,41.0,22.0,"October 10, 2013"
2868,User1465,Full Member,115,0.485,13.0,11.0,"December 02, 2013"
2870,User2320,Vendor,517,1.777,92.0,30.0,"October 08, 2013"
2881,User3840,Full Member,134,0.578,17.0,68.0,"December 07, 2013"
2883,User4166,Full Member,221,1.083,141.0,28.0,"January 03, 2014"
2884,User1253,Full Member,120,0.513,11.0,5.0,"December 05, 2013"
2888,User4652,Vendor,107,0.374,16.0,4.0,"October 14, 2013"
2892,User2615,Vendor,134,0.462,21.0,8.0,"October 10, 2013"
2893,User2991,Vendor,60,0.237,21.0,7.0,"November 16, 2013"
2894,User1132,Sr. Member,496,1.784,95.0,17.0,"October 21, 2013"
2898,User5309,Sr. Member,419,1.995,23.0,9.0,"December 29, 2013"
2907,User1986,Full Member,110,0.462,15.0,14.0,"November 30, 2013"
2909,User3732,Sr. Member,336,1.151,38.0,10.0,"October 08, 2013"
2911,User786,Vendor,131,0.463,46.0,39.0,"October 17, 2013"
2912,User3095,Full Member,104,0.562,1.0,3.0,"January 23, 2014"
2927,User1668,Sr. Member,384,1.634,139.0,28.0,"December 04, 2013"
