id,username,position,posts,ppd,up,down,registered
1931,User3385,Vendor,165,0.487,39.0,27.0,"November 22, 2013"
1932,User3827,Full Member,188,0.496,31.0,2.0,"October 12, 2013"
1938,User5371,Full Member,105,0.362,9.0,2.0,"January 09, 2014"
1939,User1712,Sr. Member,251,0.77,3.0,7.0,"December 07, 2013"
1940,User3240,Vendor,239,0.716,34.0,20.0,"November 28, 2013"
1942,User4716,Full Member,148,0.387,14.0,2.0,"October 10, 2013"
1943,User2856,Full Member,232,0.606,52.0,15.0,"October 09, 2013"
1952,User5072,Full Member,191,0.52,18.0,2.0,"October 25, 2013"
1956,User2369,Full Member,135,0.44,2.0,2.0,"December 25, 2013"
1963,User1461,Full Member,178,0.595,13.0,7.0,"January 01, 2014"
1964,User1173,Full Member,144,0.449,5.0,0.0,"December 10, 2013"
1967,User1472,Full Member,150,0.436,7.0,9.0,"November 17, 2013"
1979,User2182,Full Member,152,0.495,23.0,29.0,"December 24, 2013"
1988,User2362,Full Member,115,0.394,35.0,9.0,"January 08, 2014"
1989,User752,Vendor,345,0.986,66.0,9.0,"November 11, 2013"
1993,User5813,Vendor,194,0.55,33.0,16.0,"November 08, 2013"
1997,User2045,Vendor,26,0.068,14.0,1.0,"October 08, 2013"
2001,User5857,Vendor,417,1.191,38.0,17.0,"November 11, 2013"
2004,User4284,Full Member,177,0.596,25.0,35.0,"January 03, 2014"
2009,User5003,Hero Member,1537,5.007,207.0,247.0,"December 24, 2013"
2011,User2917,Vendor,91,0.256,14.0,2.0,"November 06, 2013"
2012,User4590,Sr. Member,415,1.086,86.0,18.0,"October 09, 2013"
2019,User2721,Vendor,133,0.393,18.0,10.0,"November 23, 2013"
2022,User3602,Hero Member,1734,5.63,278.0,115.0,"December 23, 2013"
2023,User4902,Full Member,122,0.401,7.0,6.0,"December 27, 2013"
2033,User1402,Hero Member,1409,3.839,213.0,96.0,"October 25, 2013"
2034,User559,Full Member,124,0.441,13.0,4.0,"January 19, 2014"
2041,User667,Full Member,206,0.636,8.0,35.0,"December 07, 2013"
2045,User2604,Vendor,49,0.128,27.0,3.0,"October 09, 2013"
2052,User4381,Full Member,111,0.372,35.0,11.0,"January 02, 2014"
2055,User1189,Sr. Member,315,0.825,69.0,17.0,"October 10, 2013"
2060,User5547,Vendor,123,0.354,1.0,0.0,"November 16, 2013"
2064,User1580,Vendor,331,0.876,50.0,5.0,"October 14, 2013"
2070,User4454,Vendor,88,0.307,14.0,6.0,"January 13, 2014"
2073,User4472,Sr. Member,499,1.299,81.0,48.0,"October 08, 2013"
2074,User1803,Full Member,183,0.507,17.0,20.0,"October 31, 2013"
2075,User989,Full Member,184,0.561,26.0,37.0,"December 03, 2013"
2077,User703,Vendor,34,0.09,2.0,1.0,"October 17, 2013"
2079,User2757,Vendor,45,0.118,7.0,0.0,"October 11, 2013"
2080,User3220,Full Member,159,0.55,17.0,2.0,"January 11, 2014"
2086,User901,Sr. Member,253,0.717,16.0,13.0,"November 08, 2013"
2095,User1453,Full Member,116,0.319,17.0,1.0,"October 27, 2013"
2106,User4516,Vendor,358,1.082,51.0,13.0,"November 29, 2013"
2112,User2044,Full Member,192,0.545,17.0,5.0,"November 09, 2013"
2127,User2093,Hero Member,659,2.009,82.0,65.0,"December 03, 2013"
2129,User991,Full Member,229,0.607,61.0,16.0,"October 15, 2013"
2131,User1387,Sr. Member,353,1.23,71.0,9.0,"January 13, 2014"
2136,User5642,Full Member,210,0.572,27.0,8.0,"October 25, 2013"
2144,User2232,Full Member,162,0.486,12.0,25.0,"December 01, 2013"
2145,User3140,Full Member,187,0.574,17.0,38.0,"December 04, 2013"
2153,User1823,Full Member,133,0.413,21.0,3.0,"December 09, 2013"
2155,User2348,Full Member,147,0.505,15.0,18.0,"January 09, 2014"
2160,User2128,Sr. Member,298,0.788,73.0,5.0,"October 14, 2013"
2165,User532,Full Member,182,0.609,20.0,8.0,"January 01, 2014"
2169,User4343,Vendor,235,0.704,17.0,12.0,"November 27, 2013"
2171,User402,Vendor,410,1.129,87.0,52.0,"October 29, 2013"
2175,User1259,Full Member,154,0.452,11.0,5.0,"November 20, 2013"
2177,User3354,Full Member,248,0.713,12.0,6.0,"November 13, 2013"
2178,User674,Vendor,90,0.269,19.0,1.0,"November 26, 2013"
2179,User2589,Full Member,248,0.795,26.0,11.0,"December 19, 2013"
2184,User4142,Vendor,64,0.181,10.0,1.0,"November 08, 2013"
2187,User1255,Hero Member,546,1.67,57.0,8.0,"December 04, 2013"
2191,User2268,Full Member,114,0.415,11.0,1.0,"January 24, 2014"
2193,User3669,Full Member,198,0.517,51.0,9.0,"October 08, 2013"
2207,User796,Full Member,153,0.406,18.0,30.0,"October 14, 2013"
2211,User3963,Sr. Member,342,1.052,118.0,18.0,"December 06, 2013"
2214,User2689,Sr. Member,438,1.284,135.0,11.0,"November 20, 2013"
2216,User4207,Full Member,102,0.297,5.0,2.0,"November 18, 2013"
2222,User3378,Full Member,136,0.356,22.0,4.0,"October 10, 2013"
2225,User3964,Hero Member,587,2.045,55.0,12.0,"January 12, 2014"
2230,User1238,Sr. Member,269,0.815,44.0,14.0,"December 01, 2013"
2235,User5241,Vendor,295,0.84,40.0,9.0,"November 10, 2013"
2239,User5240,Full Member,112,0.343,28.0,3.0,"December 04, 2013"
2242,User2409,Vendor,588,1.656,76.0,12.0,"November 08, 2013"
2243,User2722,Sr. Member,404,1.055,65.0,51.0,"October 09, 2013"
2245,User2709,Full Member,147,0.487,98.0,12.0,"December 30, 2013"
2246,User4311,Full Member,145,0.411,30.0,6.0,"November 08, 2013"
2247,User400,Vendor,6,0.016,0.0,0.0,"October 10, 2013"
2253,User3590,Vendor,66,0.192,8.0,9.0,"November 17, 2013"
2254,User1820,Hero Member,564,1.945,72.0,27.0,"January 10, 2014"
2255,User2304,Vendor,38,0.11,3.0,1.0,"November 17, 2013"
2256,User152,Full Member,132,0.466,1.0,9.0,"January 17, 2014"
2259,User860,Full Member,168,0.556,7.0,5.0,"December 28, 2013"
2266,User2914,Hero Member,551,1.76,59.0,94.0,"December 18, 2013"
2267,User4004,Vendor,6,0.017,0.0,0.0,"November 07, 2013"
2277,User1627,Full Member,223,0.588,67.0,11.0,"October 12, 2013"
2280,User4079,Full Member,113,0.296,30.0,26.0,"October 10, 2013"
2283,User3577,Vendor,134,0.38,12.0,28.0,"November 08, 2013"
2290,User3228,Vendor,540,1.53,44.0,27.0,"November 08, 2013"
2295,User3425,Full Member,118,0.307,22.0,5.0,"October 08, 2013"
2297,User1553,Sr. Member,331,0.971,44.0,25.0,"November 20, 2013"
2298,User2656,Full Member,166,0.505,13.0,0.0,"December 02, 2013"
2300,User2577,Vendor,96,0.252,17.0,7.0,"October 11, 2013"
2301,User5366,Sr. Member,403,1.055,125.0,17.0,"October 10, 2013"
2312,User258,Full Member,139,0.437,35.0,3.0,"December 13, 2013"
2317,User2287,Full Member,114,0.331,10.0,7.0,"November 17, 2013"
2323,User3896,Vendor,83,0.234,9.0,4.0,"November 07, 2013"
2328,User3213,Hero Member,2594,8.183,295.0,159.0,"December 14, 2013"
2330,User4057,Hero Member,1649,4.351,225.0,57.0,"October 13, 2013"
2331,User4829,Full Member,229,0.696,27.0,10.0,"December 02, 2013"
2335,User1004,Vendor,109,0.305,7.0,1.0,"November 04, 2013"
2340,User644,Vendor,48,0.125,3.0,1.0,"October 09, 2013"
2341,User959,Vendor,60,0.172,25.0,3.0,"November 13, 2013"
2350,User4428,Full Member,114,0.33,8.0,4.0,"November 17, 2013"
2352,User5260,Hero Member,898,2.681,38.0,8.0,"November 26, 2013"
2356,User3321,Vendor,241,0.641,30.0,14.0,"October 16, 2013"
2357,User4107,Sr. Member,308,0.837,77.0,50.0,"October 24, 2013"
2358,User600,Vendor,169,0.449,15.0,6.0,"October 16, 2013"
2360,User3724,Full Member,115,0.35,1.0,1.0,"December 02, 2013"
2361,User4935,Full Member,134,0.442,4.0,2.0,"December 29, 2013"
2363,User6023,Vendor,19,0.054,3.0,2.0,"November 08, 2013"
2365,User3580,Full Member,107,0.323,8.0,21.0,"November 29, 2013"
2369,User3555,Full Member,108,0.35,5.0,3.0,"December 22, 2013"
2377,User1739,Full Member,131,0.391,20.0,14.0,"November 26, 2013"
2378,User4310,Sr. Member,424,1.218,74.0,114.0,"November 12, 2013"
2381,User264,Full Member,146,0.452,21.0,116.0,"December 08, 2013"
2383,User622,Full Member,123,0.321,15.0,9.0,"October 10, 2013"
2387,User678,Sr. Member,490,1.276,153.0,23.0,"October 08, 2013"
2389,User2351,Full Member,146,0.398,26.0,2.0,"October 25, 2013"
2395,User4964,Full Member,151,0.406,34.0,39.0,"October 20, 2013"
2397,User155,Full Member,116,0.373,6.0,4.0,"December 19, 2013"
2403,User5932,Vendor,333,0.951,89.0,24.0,"November 12, 2013"
2404,User2573,Full Member,183,0.478,50.0,10.0,"October 08, 2013"
2405,User1459,Sr. Member,493,1.59,54.0,64.0,"December 21, 2013"
2407,User2904,Full Member,141,0.5,12.0,18.0,"January 18, 2014"
2408,User873,Sr. Member,262,0.806,23.0,6.0,"December 06, 2013"
2411,User4323,Full Member,158,0.495,10.0,4.0,"December 11, 2013"
2413,User2650,Full Member,103,0.361,10.0,3.0,"January 17, 2014"
2414,User2465,Full Member,129,0.339,25.0,10.0,"October 10, 2013"
2415,User1222,Sr. Member,430,1.287,48.0,10.0,"November 27, 2013"
2416,User610,Journalist,0,0.0,15.0,10.0,"October 15, 2013"
2421,User5841,Sr. Member,359,0.97,65.0,81.0,"October 21, 2013"
2422,User4190,Full Member,112,0.343,9.0,9.0,"December 04, 2013"
2423,User5790,Full Member,174,0.542,7.0,10.0,"December 10, 2013"
2424,User1197,Full Member,114,0.356,17.0,35.0,"December 11, 2013"
2425,User500,Full Member,105,0.292,12.0,6.0,"November 02, 2013"
2430,User3982,Full Member,184,0.584,18.0,11.0,"December 18, 2013"
2436,User5176,Vendor,125,0.342,18.0,25.0,"October 27, 2013"
2439,User907,Vendor,10,0.027,0.0,0.0,"October 15, 2013"
2441,User1718,Vendor,215,0.604,18.0,22.0,"November 04, 2013"
2449,User3154,Full Member,108,0.347,23.0,21.0,"December 19, 2013"
2451,User5897,Full Member,108,0.281,12.0,9.0,"October 08, 2013"
2452,User546,Vendor,135,0.353,27.0,19.0,"October 10, 2013"
2462,User2896,Vendor,798,2.261,236.0,89.0,"November 08, 2013"
2464,User5512,Vendor,705,1.958,114.0,22.0,"November 01, 2013"
2473,User4901,Full Member,127,0.398,5.0,2.0,"December 13, 2013"
2478,User3596,Vendor,104,0.276,27.0,22.0,"October 15, 2013"
2484,User5092,Vendor,67,0.175,1.0,8.0,"October 10, 2013"
2492,User3471,Vendor,112,0.293,6.0,4.0,"October 10, 2013"
2496,User3025,Sr. Member,268,0.876,42.0,22.0,"December 25, 2013"
2501,User1585,Sr. Member,338,1.073,50.0,16.0,"December 16, 2013"
2502,User1087,Sr. Member,278,0.866,50.0,40.0,"December 10, 2013"
2507,User686,Full Member,104,0.272,11.0,10.0,"October 09, 2013"
2513,User3049,Sr. Member,269,0.823,31.0,8.0,"December 04, 2013"
2520,User4505,Full Member,209,0.699,34.0,2.0,"January 01, 2014"
2523,User4638,Hero Member,589,1.562,122.0,34.0,"October 15, 2013"
2525,User1777,Full Member,103,0.294,5.0,2.0,"November 11, 2013"
2527,User6048,Full Member,196,0.512,33.0,8.0,"October 09, 2013"
2528,User2762,Full Member,112,0.371,4.0,9.0,"December 29, 2013"
2532,User5786,Sr. Member,257,0.918,66.0,11.0,"January 21, 2014"
2533,User2444,Vendor,83,0.234,8.0,4.0,"November 06, 2013"
2534,User3741,Full Member,175,0.458,38.0,9.0,"October 09, 2013"
2536,User2789,Full Member,234,0.638,44.0,6.0,"October 25, 2013"
2543,User317,Hero Member,2097,6.452,277.0,144.0,"December 06, 2013"
2544,User5991,Vendor,174,0.551,6.0,32.0,"December 15, 2013"
2546,User3831,Full Member,180,0.523,26.0,3.0,"November 17, 2013"
2550,User2948,Sr. Member,341,0.934,146.0,139.0,"October 27, 2013"
2551,User3342,Full Member,213,0.563,220.0,22.0,"October 14, 2013"
2553,User1654,Vendor,177,0.485,140.0,29.0,"October 26, 2013"
2557,User4845,Full Member,148,0.527,8.0,0.0,"January 19, 2014"
2558,User5499,Vendor,62,0.161,29.0,3.0,"October 08, 2013"
2564,User3961,Vendor,547,1.507,121.0,132.0,"October 28, 2013"
2565,User5391,Full Member,137,0.375,6.0,3.0,"October 27, 2013"
2570,User1474,Full Member,153,0.45,8.0,2.0,"November 21, 2013"
2572,User4924,Full Member,101,0.356,15.0,28.0,"January 16, 2014"
2573,User4229,Vendor,88,0.267,16.0,0.0,"December 01, 2013"
2577,User5489,Full Member,136,0.352,5.0,1.0,"October 09, 2013"
2587,User3236,Full Member,111,0.378,20.0,2.0,"January 06, 2014"
2598,User1262,Sr. Member,268,0.722,74.0,13.0,"October 21, 2013"
2600,User3574,Full Member,134,0.404,16.0,14.0,"November 29, 2013"
2601,User3535,Vendor,85,0.222,3.0,5.0,"October 09, 2013"
2603,User3406,Full Member,216,0.74,27.0,18.0,"January 09, 2014"
2604,User5461,Full Member,130,0.463,11.0,4.0,"January 19, 2014"
2623,User1062,Sr. Member,499,1.545,54.0,41.0,"December 08, 2013"
2625,User906,Full Member,125,0.401,20.0,14.0,"December 18, 2013"
2626,User4020,Full Member,130,0.398,14.0,8.0,"December 04, 2013"
2628,User3735,Full Member,128,0.444,13.0,10.0,"January 12, 2014"
2631,User1896,Full Member,176,0.54,33.0,27.0,"December 05, 2013"
2632,User4431,Vendor,3,0.009,4.0,1.0,"December 01, 2013"
2638,User2421,Vendor,141,0.427,18.0,6.0,"December 01, 2013"
2642,User3784,Vendor,143,0.405,6.0,3.0,"November 08, 2013"
2652,User998,Full Member,102,0.318,10.0,1.0,"December 10, 2013"
2654,User3043,Vendor,219,0.62,28.0,23.0,"November 08, 2013"
2668,User5630,Full Member,234,0.684,77.0,10.0,"November 19, 2013"
2670,User5242,Vendor,174,0.493,66.0,7.0,"November 08, 2013"
2675,User4772,Full Member,227,0.794,15.0,6.0,"January 14, 2014"
2680,User89,Vendor,11,0.032,0.0,0.0,"November 18, 2013"
2682,User771,Hero Member,602,1.584,112.0,230.0,"October 11, 2013"
2683,User3306,Vendor,227,0.615,30.0,7.0,"October 23, 2013"
2689,User4246,Sr. Member,264,0.693,67.0,20.0,"October 10, 2013"
2691,User235,Full Member,100,0.291,7.0,2.0,"November 17, 2013"
2695,User1020,Vendor,347,0.918,24.0,7.0,"October 14, 2013"
2697,User4946,Vendor,146,0.492,16.0,12.0,"January 03, 2014"
2702,User4826,Sr. Member,396,1.141,24.0,12.0,"November 14, 2013"
2710,User1573,Vendor,54,0.153,7.0,3.0,"November 08, 2013"
2712,User1931,Vendor,146,0.382,44.0,5.0,"October 09, 2013"
2714,User5919,Full Member,169,0.441,16.0,1.0,"October 08, 2013"
2715,User3082,Vendor,8,0.023,2.0,0.0,"November 07, 2013"
2717,User5496,Full Member,135,0.352,60.0,3.0,"October 09, 2013"
2720,User3706,Full Member,161,0.579,9.0,12.0,"January 22, 2014"
2726,User5953,Full Member,112,0.382,17.0,18.0,"January 07, 2014"
2729,User5778,Full Member,138,0.414,7.0,2.0,"December 01, 2013"
2737,User1239,Full Member,176,0.515,24.0,9.0,"November 19, 2013"
2738,User4478,Full Member,127,0.339,61.0,37.0,"October 19, 2013"
2742,User3315,Vendor,343,0.898,251.0,65.0,"October 09, 2013"
2743,User403,Vendor,291,0.768,80.0,57.0,"October 13, 2013"
2744,User4035,Vendor,20,0.057,3.0,2.0,"November 08, 2013"
2745,User412,Hero Member,1778,4.679,683.0,153.0,"October 12, 2013"
2749,User898,Full Member,159,0.42,21.0,13.0,"October 13, 2013"
2758,User1308,Full Member,170,0.517,24.0,20.0,"December 02, 2013"
2763,User1143,Full Member,207,0.631,34.0,9.0,"December 03, 2013"
2765,User3222,Vendor,112,0.319,67.0,2.0,"November 10, 2013"
2766,User2492,Vendor,56,0.176,1.0,1.0,"December 13, 2013"
2768,User4038,Full Member,124,0.382,5.0,18.0,"December 06, 2013"
2769,User780,Sr. Member,323,1.125,28.0,12.0,"January 13, 2014"
2774,User3925,Full Member,104,0.359,6.0,18.0,"January 10, 2014"
2775,User3011,Sr. Member,271,0.717,29.0,1.0,"October 14, 2013"
2779,User1716,Full Member,160,0.432,15.0,3.0,"October 22, 2013"
2781,User5537,Vendor,100,0.319,5.0,2.0,"December 18, 2013"
2783,User445,Full Member,166,0.529,28.0,5.0,"December 16, 2013"
2785,User1271,Vendor,13,0.036,2.0,6.0,"November 01, 2013"
2789,User4963,Newbie Guide,4615,13.735,396.0,64.0,"November 25, 2013"
2801,User1704,Hero Member,843,2.213,97.0,41.0,"October 10, 2013"
2806,User4205,Sr. Member,328,0.863,46.0,6.0,"October 12, 2013"
2814,User1301,Vendor,4,0.011,7.0,1.0,"October 28, 2013"
2815,User2330,Full Member,142,0.418,9.0,14.0,"November 21, 2013"
2820,User2863,Vendor,72,0.188,23.0,1.0,"October 08, 2013"
2821,User187,Full Member,112,0.38,6.0,1.0,"January 05, 2014"
2822,User3824,Sr. Member,482,1.268,60.0,14.0,"October 12, 2013"
2825,User3329,Full Member,116,0.32,45.0,5.0,"October 29, 2013"
2827,User5653,Vendor,258,0.779,21.0,11.0,"December 01, 2013"
2829,User5971,Full Member,117,0.358,5.0,5.0,"December 04, 2013"
2832,User2759,Full Member,108,0.356,8.0,40.0,"December 28, 2013"
2835,User5842,Vendor,91,0.238,11.0,2.0,"October 09, 2013"
2845,User5081,Full Member,110,0.29,6.0,2.0,"October 13, 2013"
2847,User4248,Hero Member,1644,4.85,302.0,49.0,"November 21, 2013"
2849,User1322,Vendor,41,0.108,3.0,6.0,"October 14, 2013"
2850,User3324,Sr. Member,433,1.152,74.0,21.0,"October 16, 2013"
2851,User4101,Vendor,136,0.368,28.0,9.0,"October 22, 2013"
2855,User2669,Full Member,118,0.309,28.0,4.0,"October 09, 2013"
2859,User618,Full Member,176,0.466,45.0,17.0,"October 13, 2013"
2862,User3585,Vendor,466,1.22,56.0,27.0,"October 10, 2013"
2863,User5462,Full Member,104,0.287,23.0,2.0,"October 30, 2013"
2868,User1465,Full Member,113,0.343,13.0,11.0,"December 02, 2013"
2870,User2320,Vendor,653,1.701,148.0,45.0,"October 08, 2013"
2875,User2864,Full Member,105,0.335,9.0,0.0,"December 18, 2013"
2881,User3840,Full Member,125,0.386,18.0,68.0,"December 07, 2013"
2883,User4166,Full Member,206,0.694,143.0,28.0,"January 03, 2014"
2884,User1253,Full Member,124,0.38,25.0,7.0,"December 05, 2013"
2888,User4652,Vendor,108,0.286,17.0,4.0,"October 14, 2013"
2892,User2615,Vendor,134,0.351,21.0,8.0,"October 10, 2013"
2893,User2991,Vendor,60,0.174,21.0,8.0,"November 16, 2013"
2894,User1132,Hero Member,661,1.782,140.0,20.0,"October 21, 2013"
2898,User5309,Sr. Member,425,1.407,23.0,9.0,"December 29, 2013"
